date,industry_code,pe_ttm,pb,dividend_yield
2025-01-02,801010,22.11,2.26,1.33
2025-01-02,801030,22.75,1.73,1.86
2025-01-02,801040,26.04,0.92,2.2
2025-01-02,801050,18.2,1.98,1.99
2025-01-02,801080,52.54,3.42,0.57
2025-01-02,801110,15.09,2.5,3.31
2025-01-02,801120,20.51,4.34,3.26
2025-01-02,801150,30.09,2.42,1.64
2025-01-02,801160,17.06,1.51,2.44
2025-01-02,801170,16.55,1.3,2.49
2025-01-02,801180,36.79,0.71,1.49
2025-01-02,801890,29.87,2.27,1.26
2025-01-02,801880,24.72,2.32,1.48
2025-01-02,801790,15.92,1.26,2.3
2025-01-02,801780,5.85,0.52,5.21
2025-01-02,801760,37.09,2.37,1.66
2025-01-02,801750,64.67,3.52,0.63
2025-01-02,801730,30.27,2.32,1.54
2025-01-02,801710,24.31,1.09,3.2
2025-01-02,801770,32.33,2.69,1.2
2025-01-03,801170,16.37,1.29,2.52
2025-01-03,801160,16.82,1.48,2.48
2025-01-03,801150,29.75,2.39,1.66
2025-01-03,801120,20.21,4.27,3.31
2025-01-03,801050,18.27,1.98,1.98
2025-01-03,801080,51.38,3.35,0.58
2025-01-03,801040,25.56,0.9,2.24
2025-01-03,801030,22.31,1.7,1.9
2025-01-03,801010,21.64,2.2,1.36
2025-01-03,801180,35.65,0.69,1.54
2025-01-03,801110,14.83,2.46,3.37
2025-01-03,801890,28.9,2.2,1.3
2025-01-03,801790,15.54,1.23,2.35
2025-01-03,801780,5.81,0.52,5.25
2025-01-03,801880,24.12,2.27,1.51
2025-01-03,801760,35.51,2.27,1.74
2025-01-03,801750,61.47,3.35,0.66
2025-01-03,801730,29.56,2.26,1.58
2025-01-03,801710,23.9,1.07,3.26
2025-01-03,801770,31.29,2.6,1.24
2025-01-06,801180,35.41,0.69,1.55
2025-01-06,801170,16.33,1.28,2.53
2025-01-06,801160,16.77,1.48,2.5
2025-01-06,801150,30.13,2.42,1.64
2025-01-06,801110,14.91,2.47,3.35
2025-01-06,801080,50.86,3.31,0.59
2025-01-06,801050,18.4,2.0,1.96
2025-01-06,801040,25.87,0.91,2.22
2025-01-06,801030,22.43,1.71,1.89
2025-01-06,801010,21.65,2.2,1.36
2025-01-06,801120,19.74,4.17,3.39
2025-01-06,801710,23.9,1.07,3.26
2025-01-06,801890,28.67,2.18,1.31
2025-01-06,801880,24.12,2.27,1.51
2025-01-06,801790,15.52,1.23,2.36
2025-01-06,801770,31.03,2.58,1.25
2025-01-06,801760,35.1,2.24,1.76
2025-01-06,801750,60.64,3.3,0.67
2025-01-06,801730,29.7,2.28,1.57
2025-01-06,801780,5.86,0.53,5.2
2025-01-07,801180,35.8,0.69,1.54
2025-01-07,801170,16.45,1.29,2.53
2025-01-07,801160,16.7,1.47,2.51
2025-01-07,801150,29.72,2.39,1.66
2025-01-07,801050,18.84,2.05,1.92
2025-01-07,801110,15.07,2.5,3.31
2025-01-07,801080,53.04,3.46,0.56
2025-01-07,801040,25.91,0.91,2.21
2025-01-07,801030,22.61,1.72,1.88
2025-01-07,801010,21.83,2.22,1.35
2025-01-07,801120,19.78,4.18,3.39
2025-01-07,801710,24.1,1.08,3.23
2025-01-07,801890,29.3,2.23,1.28
2025-01-07,801880,24.61,2.31,1.48
2025-01-07,801790,15.63,1.24,2.34
2025-01-07,801770,31.51,2.63,1.19
2025-01-07,801760,35.74,2.29,1.73
2025-01-07,801750,62.28,3.39,0.65
2025-01-07,801730,29.88,2.29,1.56
2025-01-07,801780,5.89,0.53,5.31
2025-01-08,801170,16.49,1.29,2.52
2025-01-08,801160,16.79,1.48,2.5
2025-01-08,801150,29.52,2.37,1.67
2025-01-08,801120,19.78,4.18,3.38
2025-01-08,801050,18.59,2.02,1.95
2025-01-08,801080,52.82,3.44,0.57
2025-01-08,801040,25.59,0.9,2.24
2025-01-08,801030,22.35,1.7,1.9
2025-01-08,801010,21.66,2.2,1.36
2025-01-08,801180,35.64,0.69,1.54
2025-01-08,801110,15.4,2.55,3.24
2025-01-08,801890,29.53,2.25,1.28
2025-01-08,801880,24.65,2.32,1.48
2025-01-08,801790,15.55,1.23,2.36
2025-01-08,801780,5.93,0.53,5.44
2025-01-08,801760,35.83,2.29,1.72
2025-01-08,801750,61.97,3.38,0.66
2025-01-08,801730,29.74,2.28,1.57
2025-01-08,801710,23.99,1.08,3.25
2025-01-08,801770,31.4,2.62,1.2
2025-01-09,801180,35.64,0.69,1.54
2025-01-09,801170,16.28,1.28,2.55
2025-01-09,801160,16.58,1.46,2.53
2025-01-09,801150,29.33,2.36,1.68
2025-01-09,801050,18.71,2.03,1.94
2025-01-09,801110,15.57,2.58,3.21
2025-01-09,801080,53.21,3.47,0.56
2025-01-09,801040,25.42,0.89,2.25
2025-01-09,801030,22.41,1.7,1.89
2025-01-09,801010,21.55,2.19,1.37
2025-01-09,801120,19.79,4.18,3.38
2025-01-09,801710,23.97,1.08,3.25
2025-01-09,801890,29.64,2.25,1.27
2025-01-09,801880,24.75,2.33,1.47
2025-01-09,801790,15.45,1.22,2.37
2025-01-09,801770,31.55,2.63,1.19
2025-01-09,801760,35.91,2.3,1.71
2025-01-09,801750,62.49,3.4,0.65
2025-01-09,801730,29.81,2.28,1.56
2025-01-09,801780,5.89,0.53,5.49
2025-01-10,801180,34.07,0.67,1.58
2025-01-10,801170,16.06,1.26,2.59
2025-01-10,801160,16.3,1.44,2.58
2025-01-10,801150,28.82,2.31,1.72
2025-01-10,801050,18.67,2.03,1.94
2025-01-10,801110,15.2,2.55,2.81
2025-01-10,801080,52.35,3.41,0.57
2025-01-10,801040,24.99,0.88,2.29
2025-01-10,801030,22.04,1.67,1.93
2025-01-10,801010,21.11,2.15,1.44
2025-01-10,801120,19.52,4.13,3.43
2025-01-10,801710,23.52,1.06,3.31
2025-01-10,801880,24.43,2.3,1.49
2025-01-10,801790,15.16,1.2,2.42
2025-01-10,801890,29.35,2.23,1.29
2025-01-10,801770,30.47,2.54,1.23
2025-01-10,801760,34.77,2.22,1.77
2025-01-10,801750,60.63,3.3,0.67
2025-01-10,801730,29.16,2.23,1.6
2025-01-10,801780,5.84,0.52,5.74
2025-01-13,801180,34.45,0.68,1.56
2025-01-13,801170,16.06,1.26,2.59
2025-01-13,801160,16.24,1.43,2.59
2025-01-13,801150,28.92,2.32,1.71
2025-01-13,801010,21.19,2.16,1.43
2025-01-13,801110,14.82,2.48,2.88
2025-01-13,801080,52.06,3.39,0.58
2025-01-13,801050,19.06,2.07,1.92
2025-01-13,801040,25.21,0.89,2.27
2025-01-13,801030,22.15,1.68,1.93
2025-01-13,801120,19.6,4.14,3.42
2025-01-13,801710,23.56,1.06,3.31
2025-01-13,801890,29.14,2.22,1.29
2025-01-13,801880,24.33,2.29,1.5
2025-01-13,801780,5.78,0.52,5.81
2025-01-13,801770,30.44,2.54,1.24
2025-01-13,801760,34.7,2.22,1.77
2025-01-13,801750,61.03,3.33,0.67
2025-01-13,801730,29.15,2.23,1.6
2025-01-13,801790,15.18,1.2,2.42
2025-01-14,801180,35.47,0.7,1.52
2025-01-14,801170,16.53,1.3,2.51
2025-01-14,801160,16.54,1.46,2.54
2025-01-14,801150,29.77,2.39,1.66
2025-01-14,801110,15.15,2.54,2.82
2025-01-14,801080,54.51,3.55,0.55
2025-01-14,801050,19.39,2.1,1.88
2025-01-14,801040,25.78,0.91,2.22
2025-01-14,801030,22.83,1.73,1.87
2025-01-14,801010,21.79,2.22,1.4
2025-01-14,801120,20.02,4.23,3.34
2025-01-14,801710,24.18,1.09,3.22
2025-01-14,801890,30.79,2.34,1.23
2025-01-14,801880,25.54,2.4,1.43
2025-01-14,801790,15.74,1.25,2.33
2025-01-14,801770,31.78,2.65,1.18
2025-01-14,801760,36.65,2.34,1.68
2025-01-14,801750,64.81,3.53,0.63
2025-01-14,801730,30.31,2.32,1.54
2025-01-14,801780,5.86,0.53,5.73
2025-01-15,801180,35.33,0.7,1.53
2025-01-15,801170,16.47,1.29,2.52
2025-01-15,801160,16.49,1.46,2.55
2025-01-15,801150,29.44,2.36,1.68
2025-01-15,801050,19.13,2.07,1.91
2025-01-15,801110,15.06,2.52,2.84
2025-01-15,801080,53.99,3.52,0.55
2025-01-15,801040,25.74,0.9,2.22
2025-01-15,801030,22.68,1.72,1.89
2025-01-15,801010,21.63,2.2,1.4
2025-01-15,801120,19.96,4.21,3.35
2025-01-15,801710,24.17,1.08,3.22
2025-01-15,801890,30.63,2.33,1.23
2025-01-15,801880,25.39,2.38,1.44
2025-01-15,801790,15.61,1.24,2.35
2025-01-15,801770,31.43,2.63,1.2
2025-01-15,801760,37.12,2.37,1.66
2025-01-15,801750,64.17,3.5,0.63
2025-01-15,801730,30.04,2.3,1.55
2025-01-15,801780,5.91,0.53,5.69
2025-01-16,801170,16.44,1.29,2.53
2025-01-16,801160,16.53,1.46,2.54
2025-01-16,801150,29.45,2.36,1.68
2025-01-16,801120,19.79,4.18,3.38
2025-01-16,801050,19.48,2.11,1.88
2025-01-16,801080,53.54,3.49,0.56
2025-01-16,801040,26.0,0.91,2.2
2025-01-16,801030,22.81,1.73,1.88
2025-01-16,801010,21.72,2.21,1.4
2025-01-16,801180,35.41,0.7,1.52
2025-01-16,801110,15.18,2.54,2.81
2025-01-16,801890,30.84,2.35,1.22
2025-01-16,801880,25.44,2.39,1.43
2025-01-16,801790,15.62,1.24,2.35
2025-01-16,801780,5.96,0.53,5.63
2025-01-16,801760,37.22,2.38,1.65
2025-01-16,801750,64.44,3.51,0.63
2025-01-16,801730,30.16,2.31,1.55
2025-01-16,801710,24.31,1.09,3.2
2025-01-16,801770,32.21,2.69,1.17
2025-01-17,801180,35.43,0.7,1.52
2025-01-17,801170,16.51,1.29,2.52
2025-01-17,801160,16.52,1.46,2.54
2025-01-17,801150,29.57,2.37,1.67
2025-01-17,801050,19.56,2.12,1.87
2025-01-17,801110,15.2,2.55,2.81
2025-01-17,801080,54.49,3.55,0.55
2025-01-17,801040,25.83,0.91,2.22
2025-01-17,801030,23.12,1.76,1.85
2025-01-17,801010,21.91,2.23,1.39
2025-01-17,801120,19.93,4.21,3.36
2025-01-17,801710,24.37,1.09,3.2
2025-01-17,801880,25.55,2.4,1.43
2025-01-17,801790,15.67,1.24,2.34
2025-01-17,801890,30.92,2.35,1.22
2025-01-17,801770,32.31,2.7,1.16
2025-01-17,801760,36.9,2.36,1.67
2025-01-17,801750,64.39,3.51,0.63
2025-01-17,801730,30.23,2.32,1.54
2025-01-17,801780,5.92,0.53,5.67
2025-01-20,801180,35.58,0.7,1.52
2025-01-20,801170,16.45,1.29,2.59
2025-01-20,801160,16.61,1.46,2.55
2025-01-20,801150,29.9,2.4,1.66
2025-01-20,801110,15.23,2.55,2.8
2025-01-20,801080,55.01,3.58,0.54
2025-01-20,801050,19.46,2.11,1.88
2025-01-20,801040,25.95,0.91,2.21
2025-01-20,801030,23.2,1.76,1.85
2025-01-20,801010,21.91,2.23,1.39
2025-01-20,801120,20.07,4.24,3.34
2025-01-20,801710,24.19,1.09,3.22
2025-01-20,801890,31.12,2.37,1.21
2025-01-20,801880,25.84,2.43,1.42
2025-01-20,801790,15.77,1.25,2.33
2025-01-20,801770,32.67,2.73,1.15
2025-01-20,801760,36.95,2.36,1.66
2025-01-20,801750,64.69,3.53,0.63
2025-01-20,801730,30.88,2.37,1.51
2025-01-20,801780,5.9,0.53,5.76
2025-01-21,801170,16.42,1.29,2.6
2025-01-21,801160,16.57,1.46,2.56
2025-01-21,801150,29.8,2.39,1.66
2025-01-21,801120,19.96,4.21,3.36
2025-01-21,801050,19.39,2.1,1.89
2025-01-21,801080,55.97,3.65,0.54
2025-01-21,801040,25.64,0.89,2.26
2025-01-21,801030,23.11,1.75,1.86
2025-01-21,801010,21.72,2.21,1.4
2025-01-21,801180,35.94,0.71,1.5
2025-01-21,801110,15.22,2.55,2.81
2025-01-21,801890,31.43,2.39,1.2
2025-01-21,801790,15.79,1.25,2.33
2025-01-21,801780,5.9,0.53,5.77
2025-01-21,801880,26.07,2.45,1.4
2025-01-21,801760,37.18,2.38,1.65
2025-01-21,801750,65.19,3.55,0.63
2025-01-21,801730,30.73,2.35,1.52
2025-01-21,801710,24.15,1.08,3.23
2025-01-21,801770,33.23,2.78,1.13
2025-01-22,801180,34.71,0.69,1.55
2025-01-22,801170,16.24,1.27,2.63
2025-01-22,801160,16.5,1.45,2.61
2025-01-22,801150,29.53,2.37,1.68
2025-01-22,801110,14.99,2.48,3.31
2025-01-22,801080,55.95,3.64,0.54
2025-01-22,801050,19.36,2.1,1.89
2025-01-22,801040,25.6,0.89,2.27
2025-01-22,801030,22.99,1.74,1.89
2025-01-22,801010,21.56,2.19,1.41
2025-01-22,801120,19.6,4.14,3.42
2025-01-22,801710,23.92,1.07,3.26
2025-01-22,801880,25.78,2.42,1.43
2025-01-22,801790,15.66,1.24,2.36
2025-01-22,801890,31.19,2.37,1.21
2025-01-22,801770,33.81,2.82,1.11
2025-01-22,801760,36.43,2.33,1.69
2025-01-22,801750,64.75,3.53,0.63
2025-01-22,801730,30.31,2.32,1.54
2025-01-22,801780,5.79,0.52,5.96
2025-01-23,801170,16.3,1.28,2.62
2025-01-23,801160,16.51,1.45,2.61
2025-01-23,801150,29.48,2.37,1.68
2025-01-23,801120,19.59,4.14,3.67
2025-01-23,801180,35.01,0.69,1.54
2025-01-23,801080,55.14,3.59,0.54
2025-01-23,801050,19.18,2.08,1.91
2025-01-23,801040,25.49,0.89,2.31
2025-01-23,801030,22.89,1.74,1.9
2025-01-23,801010,21.63,2.2,1.4
2025-01-23,801110,15.01,2.49,3.31
2025-01-23,801890,31.15,2.37,1.22
2025-01-23,801880,25.56,2.4,1.44
2025-01-23,801790,15.87,1.26,2.33
2025-01-23,801780,5.92,0.53,5.98
2025-01-23,801760,36.63,2.34,1.68
2025-01-23,801750,64.51,3.52,0.63
2025-01-23,801730,30.13,2.31,1.55
2025-01-23,801710,23.94,1.07,3.26
2025-01-23,801770,33.3,2.78,1.13
2025-01-24,801180,34.96,0.69,1.54
2025-01-24,801170,16.35,1.28,2.64
2025-01-24,801160,16.47,1.45,2.76
2025-01-24,801150,29.59,2.38,1.68
2025-01-24,801050,19.39,2.1,1.89
2025-01-24,801110,15.08,2.5,3.29
2025-01-24,801080,56.05,3.65,0.54
2025-01-24,801040,26.02,0.91,2.27
2025-01-24,801030,23.04,1.75,1.88
2025-01-24,801010,21.73,2.21,1.4
2025-01-24,801120,19.51,4.12,3.8
2025-01-24,801710,24.06,1.08,3.24
2025-01-24,801890,31.64,2.41,1.2
2025-01-24,801880,25.97,2.44,1.42
2025-01-24,801790,16.02,1.27,2.31
2025-01-24,801770,34.02,2.84,1.11
2025-01-24,801760,37.49,2.4,1.63
2025-01-24,801750,68.49,3.66,0.62
2025-01-24,801730,30.6,2.34,1.63
2025-01-24,801780,5.93,0.53,6.15
2025-01-27,801180,34.53,0.68,1.56
2025-01-27,801170,16.43,1.29,2.62
2025-01-27,801160,16.69,1.47,2.73
2025-01-27,801150,29.59,2.38,1.68
2025-01-27,801050,19.3,2.09,1.9
2025-01-27,801110,15.09,2.5,3.29
2025-01-27,801080,54.42,3.54,0.55
2025-01-27,801040,26.31,0.92,2.24
2025-01-27,801030,23.11,1.75,1.88
2025-01-27,801010,21.86,2.23,1.39
2025-01-27,801120,19.48,4.11,3.87
2025-01-27,801710,24.38,1.09,3.2
2025-01-27,801890,30.95,2.35,1.22
2025-01-27,801880,25.72,2.41,1.43
2025-01-27,801790,15.71,1.25,2.35
2025-01-27,801770,32.68,2.73,1.15
2025-01-27,801760,37.52,2.4,1.63
2025-01-27,801750,67.39,3.6,0.63
2025-01-27,801730,30.01,2.3,1.66
2025-01-27,801780,6.01,0.54,6.06
2025-02-05,801180,34.33,0.68,1.57
2025-02-05,801170,16.17,1.27,2.67
2025-02-05,801160,16.54,1.46,2.75
2025-02-05,801150,29.75,2.39,1.67
2025-02-05,801080,55.09,3.59,0.54
2025-02-05,801110,14.94,2.47,3.32
2025-02-05,801050,19.52,2.12,1.88
2025-02-05,801040,26.07,0.91,2.19
2025-02-05,801030,23.0,1.75,1.89
2025-02-05,801120,19.07,4.03,3.95
2025-02-05,801010,21.82,2.22,1.39
2025-02-05,801710,23.86,1.07,3.27
2025-02-05,801880,25.88,2.43,1.43
2025-02-05,801790,15.62,1.24,2.36
2025-02-05,801890,31.16,2.37,1.21
2025-02-05,801770,32.01,2.67,1.17
2025-02-05,801760,38.8,2.48,1.58
2025-02-05,801750,71.63,3.83,0.59
2025-02-05,801730,29.85,2.29,1.67
2025-02-05,801780,5.91,0.53,6.16
2025-02-06,801150,30.09,2.42,1.65
2025-02-06,801180,34.65,0.69,1.55
2025-02-06,801170,16.26,1.27,2.65
2025-02-06,801160,16.66,1.47,2.73
2025-02-06,801120,19.19,4.05,3.93
2025-02-06,801110,15.18,2.51,3.27
2025-02-06,801080,57.27,3.73,0.52
2025-02-06,801050,19.74,2.14,1.86
2025-02-06,801040,26.38,0.92,2.17
2025-02-06,801030,23.22,1.76,1.87
2025-02-06,801010,21.89,2.23,1.39
2025-02-06,801890,32.19,2.45,1.18
2025-02-06,801880,26.91,2.53,1.37
2025-02-06,801710,23.94,1.07,3.26
2025-02-06,801780,5.91,0.53,6.16
2025-02-06,801770,32.96,2.75,1.14
2025-02-06,801760,39.73,2.55,1.54
2025-02-06,801750,74.07,3.96,0.57
2025-02-06,801730,30.47,2.33,1.64
2025-02-06,801790,15.87,1.26,2.33
2025-02-07,801170,16.43,1.29,2.62
2025-02-07,801160,16.72,1.47,2.72
2025-02-07,801150,30.53,2.45,1.62
2025-02-07,801120,19.46,4.11,3.87
2025-02-07,801050,19.97,2.17,1.84
2025-02-07,801080,57.81,3.76,0.52
2025-02-07,801040,27.0,0.94,2.12
2025-02-07,801030,23.48,1.78,1.85
2025-02-07,801010,21.98,2.24,1.38
2025-02-07,801180,35.45,0.7,1.52
2025-02-07,801110,15.41,2.55,3.22
2025-02-07,801890,32.61,2.48,1.16
2025-02-07,801790,16.19,1.28,2.28
2025-02-07,801780,5.89,0.53,6.18
2025-02-07,801880,27.51,2.58,1.34
2025-02-07,801760,40.18,2.58,1.52
2025-02-07,801750,76.43,4.09,0.55
2025-02-07,801730,31.28,2.4,1.59
2025-02-07,801710,24.31,1.09,3.21
2025-02-07,801770,33.65,2.81,1.11
2025-02-10,801180,35.97,0.71,1.5
2025-02-10,801170,16.44,1.29,2.62
2025-02-10,801160,16.7,1.47,2.72
2025-02-10,801150,31.02,2.49,1.6
2025-02-10,801110,15.41,2.55,3.22
2025-02-10,801080,58.41,3.8,0.51
2025-02-10,801050,20.08,2.18,1.83
2025-02-10,801040,27.23,0.95,2.1
2025-02-10,801030,23.66,1.8,1.83
2025-02-10,801010,22.01,2.24,1.38
2025-02-10,801120,19.48,4.11,3.87
2025-02-10,801710,24.5,1.1,3.19
2025-02-10,801880,27.7,2.6,1.33
2025-02-10,801790,16.24,1.29,2.28
2025-02-10,801890,32.77,2.49,1.15
2025-02-10,801770,34.35,2.87,1.09
2025-02-10,801760,41.49,2.66,1.48
2025-02-10,801750,79.44,4.25,0.53
2025-02-10,801730,31.12,2.38,1.6
2025-02-10,801780,5.91,0.53,6.15
2025-02-11,801180,35.37,0.7,1.52
2025-02-11,801170,16.4,1.28,2.63
2025-02-11,801160,16.66,1.47,2.73
2025-02-11,801150,30.69,2.46,1.61
