event_date,event_name,industry_code,event_type,real_dir,final_dir,dir_correct,dispersion,realized_car_T1,realized_mdd_T1,realized_downside_T1,industry_return_T1,market_return_T1,pred_var_T1,pred_mdd_T1,pred_tail_T1,realized_car_T5,realized_mdd_T5,realized_downside_T5,industry_return_T5,market_return_T5,pred_var_T5,pred_mdd_T5,pred_tail_T5,realized_car_T20,realized_mdd_T20,realized_downside_T20,industry_return_T20,market_return_T20,pred_var_T20,pred_mdd_T20,pred_tail_T20
2020-01-01,央行宣布全面下调金融机构存款准备金率0.5个百分点（自1月6日起实施）,801780,monetary_policy,-,+,False,0.0,0.0029473281509109217,0.0,0.0,0.016574065108099,0.013586692515858312,-0.01126,0.00206,0.05,-0.0034899965598210736,0.010668224985372966,0.0034899965598210736,0.00033760530537563227,0.0038410069662955237,-0.0051,0.00694,0.05,-0.03686939938018152,0.043807183678403146,0.03686939938018152,-0.08313988636571845,-0.04804175773852404,-0.02306,0.0292,0.05
2020-01-01,央行宣布全面下调金融机构存款准备金率0.5个百分点（自1月6日起实施）,801790,monetary_policy,-,+,False,0.0,-0.005182133595176164,0.005182133595176164,0.005182133595176164,0.008334150864948375,0.013586692515858312,-0.025,0.00636,0.05,-0.015902750341306282,0.015902750341306282,0.015902750341306282,-0.01212282594985492,0.0038410069662955237,-0.01758,0.0124,0.05,-0.043490219136066544,0.044049992424753937,0.043490219136066544,-0.08944263030286048,-0.04804175773852404,-0.06696,0.04946,0.05
2020-01-01,央行宣布全面下调金融机构存款准备金率0.5个百分点（自1月6日起实施）,801180,monetary_policy,-,+,False,0.0,-0.0020751706508062018,0.0020751706508062018,0.0020751706508062018,0.011483327159501622,0.013586692515858312,0.02947,0.0,0.05,-0.016987756938784515,0.016987756938784515,0.016987756938784515,-0.013212000065232932,0.0038410069662955237,0.21371,0.0,0.05,-0.08546533194350525,0.08546533194350525,0.08546533194350525,-0.12940118490975716,-0.04804175773852404,0.67192,0.00059,0.05
2020-02-03,央行开展1.2万亿元逆回购操作并下调7天、14天逆回购中标利率10个基,801780,monetary_policy,-,+,False,0.0,0.014263871598082956,0.0,0.0,-0.06566913994133172,-0.07880889162843929,-0.01334,0.00293,0.05,-0.01935975912038268,0.033150772358171404,0.01935975912038268,-0.044839401483964814,-0.025982660410434844,-0.00575,0.00678,0.05,-0.044320628116666705,0.08333121083634429,0.044320628116666705,-0.05956127448966497,-0.015947447252067093,-0.03057,0.0343,0.05
2020-02-03,央行开展1.2万亿元逆回购操作并下调7天、14天逆回购中标利率10个基,801790,monetary_policy,-,+,False,0.0,-0.00975907627306527,0.00975907627306527,0.00975907627306527,-0.08779886591710684,-0.07880889162843929,-0.0218,0.00585,0.05,-0.02587437097414602,0.02587437097414602,0.02587437097414602,-0.051184746390225966,-0.025982660410434844,-0.02924,0.01497,0.05,-0.029016351467244128,0.039759844513955866,0.029016351467244128,-0.04450106198483961,-0.015947447252067093,-0.11049,0.06845,0.05
2020-02-03,央行开展1.2万亿元逆回购操作并下调7天、14天逆回购中标利率10个基,801180,monetary_policy,-,+,False,0.0,-0.015104953918954611,0.015104953918954611,0.015104953918954611,-0.09272344087094242,-0.07880889162843929,-0.01431,0.00242,0.05,-0.045887645879753136,0.045887645879753136,0.045887645879753136,-0.07067802317026006,-0.025982660410434844,-0.00055,0.0078,0.05,-0.003436693686589054,0.045887645879753136,0.003436693686589054,-0.019329334447368396,-0.015947447252067093,-0.00898,0.03611,0.05
2020-02-17,央行开展中期借贷便利（MLF）操作，1年期中标利率下调10个基点至3.,801780,monetary_policy,-,+,False,0.0,-0.004623551096945899,0.004623551096945899,0.004623551096945899,0.017763928534873852,0.02249147009304031,-0.02139,0.0048,0.05,-0.023582859119785082,0.023582859119785082,0.023582859119785082,0.016023927852520492,0.040563387628161696,-0.02095,0.01376,0.05,-0.005740660045896462,0.03878697024722122,0.005740660045896462,-0.02878393285644487,-0.023176320185850252,-0.0572,0.04868,0.05
2020-02-17,央行开展中期借贷便利（MLF）操作，1年期中标利率下调10个基点至3.,801790,monetary_policy,+,+,True,0.0,0.012038872731673145,0.0,0.0,0.034801114770711905,0.02249147009304031,-0.02365,0.00463,0.05,0.024970469885425395,0.007014848597007593,0.0,0.06654674436280716,0.040563387628161696,-0.02115,0.01527,0.05,0.020266234820002893,0.02548794960560268,0.0,-0.003379782112996832,-0.023176320185850252,-0.12698,0.08828,0.05
2020-02-17,央行开展中期借贷便利（MLF）操作，1年期中标利率下调10个基点至3.,801180,monetary_policy,-,+,False,0.0,-0.014306510085623114,0.014306510085623114,0.014306510085623114,0.007863185563690589,0.02249147009304031,-0.03093,0.00706,0.05,-0.036825492695954254,0.036825492695954254,0.036825492695954254,0.0022441281973837324,0.040563387628161696,-0.04739,0.02429,0.05,0.017283851563389963,0.04521675593460073,0.0,-0.006293044700337869,-0.023176320185850252,-0.13574,0.08835,0.05
2020-02-20,LPR下调：1年期降至4.05%(-10bp)，5年期降至4.75%(,801780,monetary_policy,-,+,False,0.0,-0.00992343302732035,0.00992343302732035,0.00992343302732035,0.012888614022156908,0.023040689791526736,-0.02105,0.00568,0.05,-0.01420212501282725,0.030044886218957956,0.01420212501282725,-0.008920931572303448,0.005357278174892066,-0.02571,0.01494,0.05,0.016336985553800476,0.030044886218957956,0.0,-0.08778603319298195,-0.10244930591603552,-0.099,0.06717,0.05
2020-02-20,LPR下调：1年期降至4.05%(-10bp)，5年期降至4.75%(,801790,monetary_policy,+,-,False,0.0,0.018562688495609825,0.0,0.0,0.04203107543446061,0.023040689791526736,-0.0621,0.03415,0.4945,0.008691824754543997,0.012402216246128204,0.0,0.014095667452493466,0.005357278174892066,-0.18865,0.12626,0.354,-0.0030270967163879003,0.02548794960560284,0.0030270967163879003,-0.10516627867488892,-0.10244930591603552,-0.60484,0.48093,0.05
