event_date,event_name,industry_code,real_CAR,real_dir,final_dir,dir_correct,MAE,RMSE,DirectionAcc,Coverage_95,Sharpe,WinRate,triggered,ts_pre_signal,llm_signal,disagreement,debate_abstained,debate_confidence,reld_r_ind,reld_r_mkt,reld_beats_market,event_VaR,expected_MDD,tail_prob,risk_lo,risk_hi,dispersion,CAR_dir_T1,CAR_dir_T3,CAR_dir_T5,CAR_dir_T10
2020-01-01,央行宣布全面下调金融机构存款准备金率0.5个百分点（自1月6日起实施）,801780,-0.010662,-,+,False,0.0463,0.0495,0.4583,0.9167,-3.4248,0.4583,True,+,+,False,,,,,,-0.0846,0.0,0.05,-0.0846,0.11876,0.0,True,True,True,False
2020-01-01,央行宣布全面下调金融机构存款准备金率0.5个百分点（自1月6日起实施）,801790,-0.019126,-,+,False,0.0356,0.0414,0.5833,0.9167,-2.3825,0.5833,True,+,+,False,,,,,,-0.11675,0.0,0.05,-0.11675,0.16014,0.0,True,True,False,False
2020-01-01,央行宣布全面下调金融机构存款准备金率0.5个百分点（自1月6日起实施）,801180,-0.010388,-,+,False,0.036,0.0423,0.4583,0.9167,-3.0413,0.4583,False,+,+,False,,,,,,-0.1052,0.0,0.05,-0.1052,0.1353,0.0,True,False,False,False
2020-02-03,央行开展1.2万亿元逆回购操作并下调7天、14天逆回购中标利率10个基,801780,-0.026806,-,+,False,0.0292,0.0356,0.5417,0.8333,-0.4482,0.5417,True,+,+,False,,,,,,-0.08294,0.0,0.05,-0.08294,0.13009,0.0,False,False,False,False
2020-02-03,央行开展1.2万亿元逆回购操作并下调7天、14天逆回购中标利率10个基,801790,-0.027079,-,+,False,0.0297,0.0388,0.5833,0.7917,1.1705,0.5833,True,+,+,False,,,,,,-0.11365,0.0,0.05,-0.11365,0.16648,0.0,False,False,False,False
2020-02-03,央行开展1.2万亿元逆回购操作并下调7天、14天逆回购中标利率10个基,801180,-0.02662,-,+,False,0.0227,0.0325,0.7083,0.875,1.8787,0.7083,False,+,+,False,,,,,,-0.13298,0.0,0.05,-0.13298,0.17882,0.0,False,False,False,False
2020-02-17,央行开展中期借贷便利（MLF）操作，1年期中标利率下调10个基点至3.,801780,-0.032234,-,+,False,0.0481,0.0513,0.375,0.875,-4.9756,0.375,True,+,+,False,,,,,,-0.11758,0.0,0.05,-0.11758,0.16956,0.0,True,True,True,False
2020-02-17,央行开展中期借贷便利（MLF）操作，1年期中标利率下调10个基点至3.,801790,0.020116,+,+,True,0.0266,0.0309,0.375,0.875,-2.3403,0.375,False,+,+,False,,,,,,-0.143,0.0,0.05,-0.143,0.20695,0.0,True,True,True,False
2020-02-17,央行开展中期借贷便利（MLF）操作，1年期中标利率下调10个基点至3.,801180,-0.046862,-,+,False,0.0513,0.0549,0.4167,0.9583,-3.5664,0.4167,True,+,+,False,,,,,,-0.16983,0.0,0.05,-0.16983,0.23516,0.0,True,True,True,False
2020-02-20,LPR下调：1年期降至4.05%(-10bp)，5年期降至4.75%(,801780,-0.012185,-,-,True,0.0337,0.0386,0.5833,0.8333,3.3665,0.5833,False,+,+,False,,,,,,-0.11312,0.23689,0.05,-0.11312,0.14813,0.0,False,True,True,True
2020-02-20,LPR下调：1年期降至4.05%(-10bp)，5年期降至4.75%(,801790,0.0052,+,-,False,0.0342,0.0415,0.625,0.7083,2.8001,0.625,False,+,+,False,,,,,,-0.1231,0.20728,0.05,-0.1231,0.17491,0.0,False,False,False,False
2020-02-20,LPR下调：1年期降至4.05%(-10bp)，5年期降至4.75%(,801180,-0.008532,-,-,True,0.0441,0.0519,0.5833,0.8333,2.7974,0.5833,True,+,+,False,,,,,,-0.12965,0.30982,0.05,-0.12965,0.19493,0.0,False,True,False,False
2020-03-13,央行宣布定向降准：对达到普惠金融考核标准的银行下调存款准备金率0.5-,801780,0.006871,+,-,False,0.0316,0.0359,0.625,0.9167,2.3361,0.625,False,+,+,False,,,,,,-0.14446,0.21488,0.05,-0.14446,0.17105,0.0,True,True,True,True
2020-03-13,央行宣布定向降准：对达到普惠金融考核标准的银行下调存款准备金率0.5-,801790,-0.008571,-,+,False,0.0163,0.022,0.5,0.9167,-2.1216,0.4583,False,+,+,False,,,,,,-0.14707,0.00294,0.05,-0.14707,0.24729,0.0,True,False,False,False
2020-03-13,央行宣布定向降准：对达到普惠金融考核标准的银行下调存款准备金率0.5-,801180,-0.008969,-,-,True,0.0478,0.0517,0.625,0.875,1.9568,0.625,False,+,+,False,,,,,,-0.16111,0.30916,0.05,-0.16111,0.25157,0.0,True,True,True,True
2020-03-30,央行开展500亿元7天逆回购操作，中标利率下调20个基点至2.2%,801780,-0.027682,-,+,False,0.0091,0.0127,0.5,0.875,-2.1293,0.4583,False,+,,False,,,,,,-0.10402,0.00339,0.05,-0.10402,0.16406,0.0,False,False,False,True
