event_date,event_name,industry_code,real_CAR,real_dir,final_dir,dir_correct,MAE,RMSE,DirectionAcc,Coverage_95,Sharpe,WinRate,triggered,ts_pre_signal,llm_signal,disagreement,debate_abstained,debate_confidence,event_VaR,expected_MDD,tail_prob,risk_lo,risk_hi,dispersion,CAR_dir_T1,CAR_dir_T3,CAR_dir_T5,CAR_dir_T10
2020-01-01,央行宣布全面下调金融机构存款准备金率0.5个百分点（自1月6日起实施）,801780,-0.010662,-,+,False,0.0482,0.0512,0.4583,0.9167,-3.4248,0.4583,True,+,+,False,,,-0.08458,0.0,0.05,-0.08458,0.11877,0.0,True,True,True,False
2020-01-01,央行宣布全面下调金融机构存款准备金率0.5个百分点（自1月6日起实施）,801790,-0.019126,-,+,False,0.0278,0.0347,0.5833,0.9167,-2.3825,0.5833,False,+,+,False,,,-0.11641,0.0,0.05,-0.11641,0.1615,0.0,True,True,False,False
2020-01-01,央行宣布全面下调金融机构存款准备金率0.5个百分点（自1月6日起实施）,801180,-0.010388,-,+,False,0.0144,0.0225,0.4583,0.9167,0.7637,0.4583,False,+,+,False,,,-0.10522,0.00091,0.05,-0.10522,0.13484,0.0,False,True,False,False
2020-02-03,央行开展1.2万亿元逆回购操作并下调7天、14天逆回购中标利率10个基,801780,-0.026806,-,+,False,0.0348,0.0406,0.5417,0.8333,-0.4482,0.5417,True,+,+,False,,,-0.08297,0.0,0.05,-0.08297,0.13011,0.0,False,False,False,False
2020-02-03,央行开展1.2万亿元逆回购操作并下调7天、14天逆回购中标利率10个基,801790,-0.027079,-,+,False,0.022,0.0312,0.5833,0.7917,1.1705,0.5833,False,+,+,False,,,-0.11363,0.0,0.05,-0.11363,0.16647,0.0,False,False,False,False
2020-02-03,央行开展1.2万亿元逆回购操作并下调7天、14天逆回购中标利率10个基,801180,-0.02662,-,+,False,0.0152,0.0241,0.5417,0.875,0.0347,0.5417,False,+,+,False,,,-0.13323,0.0,0.05,-0.13323,0.17869,0.0,False,False,False,False
2020-02-17,央行开展中期借贷便利（MLF）操作，1年期中标利率下调10个基点至3.,801780,-0.032234,-,+,False,0.0481,0.0513,0.375,0.875,-4.9756,0.375,True,+,+,False,,,-0.11758,0.0,0.05,-0.11758,0.16956,0.0,True,True,True,False
2020-02-17,央行开展中期借贷便利（MLF）操作，1年期中标利率下调10个基点至3.,801790,0.020116,+,+,True,0.0288,0.0338,0.375,0.875,-2.3403,0.375,False,+,+,False,,,-0.14346,0.0,0.05,-0.14346,0.20445,0.0,True,True,True,False
2020-02-17,央行开展中期借贷便利（MLF）操作，1年期中标利率下调10个基点至3.,801180,-0.046862,-,+,False,0.0182,0.0224,0.4167,0.9583,-3.6251,0.4167,False,+,+,False,,,-0.17063,0.0,0.05,-0.17063,0.23689,0.0,True,True,True,False
2020-02-20,LPR下调：1年期降至4.05%(-10bp)，5年期降至4.75%(,801780,-0.012185,-,+,False,0.049,0.0528,0.4167,0.8333,-3.6525,0.4167,True,+,+,False,,,-0.11449,0.0,0.05,-0.11449,0.14778,0.0,True,False,False,False
