event_date,event_name,industry_code,real_CAR,real_dir,final_dir,dir_correct,MAE,RMSE,DirectionAcc,Coverage_95,Sharpe,WinRate,triggered,ts_pre_signal,llm_signal,disagreement,event_VaR,expected_MDD,tail_prob,risk_lo,risk_hi,dispersion,CAR_dir_T1,CAR_dir_T3,CAR_dir_T5,CAR_dir_T10
2020-02-20,LPR下调：1年期降至4.05%(-10bp)，5年期降至4.75%(,801780,-0.012185,-,+,False,0.0265,0.031,0.4167,0.8333,-3.6525,0.4167,False,+,+,False,-0.10343,0.0,0.05,-0.10343,0.15031,0.0,True,False,False,False
2020-02-20,LPR下调：1年期降至4.05%(-10bp)，5年期降至4.75%(,801790,0.0052,+,+,True,0.0221,0.0252,0.4583,0.7083,1.33,0.4167,False,+,,False,-0.11585,0.0,0.05,-0.11585,0.18111,0.0,True,True,True,True
2020-02-20,LPR下调：1年期降至4.05%(-10bp)，5年期降至4.75%(,801180,-0.008532,-,+,False,0.0211,0.0243,0.4583,0.8333,-1.6753,0.4583,False,+,,False,-0.13536,0.0,0.05,-0.13536,0.19417,0.0,True,False,True,True
2020-04-20,LPR下调：1年期降至3.85%(-20bp)，5年期降至4.65%(,801780,0.007995,+,+,True,0.0217,0.0245,0.375,1.0,-0.2636,0.375,False,+,+,False,-0.16539,0.0,0.05,-0.16539,0.17562,0.0,False,False,False,True
2020-04-20,LPR下调：1年期降至3.85%(-20bp)，5年期降至4.65%(,801790,-0.022017,-,+,False,0.0167,0.022,0.4583,1.0,-2.6221,0.4583,False,+,+,False,-0.17334,0.0,0.05,-0.17334,0.19921,0.0,True,False,False,True
2020-04-20,LPR下调：1年期降至3.85%(-20bp)，5年期降至4.65%(,801180,-0.007232,-,+,False,0.0225,0.0254,0.5,1.0,-1.0829,0.5,False,+,+,False,-0.19017,0.0,0.05,-0.19017,0.20427,0.0,False,False,False,True
2020-04-20,LPR下调：1年期降至3.85%(-20bp)，5年期降至4.65%(,801710,0.019768,+,+,True,0.0245,0.0288,0.5417,0.9583,-1.0087,0.5417,False,+,+,False,-0.17862,0.0,0.05,-0.17862,0.25567,0.0,True,True,True,True
2020-09-22,双碳目标宣布：2030年碳达峰、2060年碳中和,801730,0.009221,+,+,True,0.0255,0.0305,0.625,0.9167,2.7244,0.625,False,+,+,False,-0.19253,0.0,0.05,-0.19253,0.32796,0.0,False,False,False,True
2020-09-22,双碳目标宣布：2030年碳达峰、2060年碳中和,801160,-0.02192,-,+,False,0.0383,0.0414,0.375,1.0,-3.6698,0.375,True,+,+,False,-0.16764,0.0,0.05,-0.16764,0.24588,0.0,False,False,False,False
2020-09-22,双碳目标宣布：2030年碳达峰、2060年碳中和,801050,-0.044047,-,+,False,0.0245,0.0289,0.375,1.0,-1.9226,0.375,False,+,+,False,-0.28024,0.0,0.05,-0.28024,0.3315,0.0,False,False,False,False
2020-09-22,双碳目标宣布：2030年碳达峰、2060年碳中和,801770,-0.026561,-,+,False,0.0255,0.0287,0.375,1.0,-4.3119,0.375,False,+,+,False,-0.33374,0.0,0.05,-0.33374,0.33221,0.0,False,False,False,True
2021-07-26,教育双减政策：学科类培训机构不得上市融资,801760,-0.01686,-,-,True,0.0257,0.03,0.625,0.625,2.3567,0.625,False,+,-,True,-0.07638,0.1847,0.05,-0.07638,0.06847,0.0,True,True,True,True
2021-12-06,央行全面降准0.5个百分点，释放长期资金约1.2万亿元,801780,-0.022146,-,-,True,0.0312,0.0332,0.5,1.0,-1.4117,0.5,False,-,-,False,-0.2078,0.21294,0.05,-0.2078,0.17364,0.0,False,False,False,False
2021-12-06,央行全面降准0.5个百分点，释放长期资金约1.2万亿元,801790,0.004962,+,-,False,0.0164,0.0196,0.4583,1.0,-1.7618,0.4583,False,+,-,True,-0.12601,0.10179,0.05,-0.12601,0.11829,0.0,False,False,False,False
2021-12-06,央行全面降准0.5个百分点，释放长期资金约1.2万亿元,801180,-0.022505,-,-,True,0.0363,0.0397,0.5,0.9583,-3.8618,0.5,False,-,-,False,-0.18389,0.22341,0.05,-0.18389,0.17562,0.0,False,False,False,False
2021-12-20,LPR下调：1年期降至3.80%(-5bp)，5年期维持4.65%不变,801780,-0.006363,-,-,True,0.0244,0.0261,0.5,1.0,-3.1358,0.4583,False,+,+,False,-0.11912,0.14664,0.05,-0.11912,0.12098,0.0,True,True,True,True
2021-12-20,LPR下调：1年期降至3.80%(-5bp)，5年期维持4.65%不变,801790,-0.007883,-,-,True,0.0078,0.0103,0.5,0.9583,1.047,0.5,False,-,+,True,-0.10923,0.03644,0.05,-0.10923,0.09123,0.0,True,True,True,True
2022-01-20,LPR双降：1年期降至3.70%(-10bp)，5年期降至4.60%(,801780,0.029385,+,-,False,0.029,0.0327,0.5833,0.7917,-0.2151,0.5833,False,-,+,True,-0.087,0.20757,0.05,-0.087,0.07377,0.0,False,False,False,False
2022-01-20,LPR双降：1年期降至3.70%(-10bp)，5年期降至4.60%(,801790,0.003165,+,-,False,0.0128,0.0166,0.5417,0.7917,-3.2622,0.5417,False,+,+,False,-0.09012,0.00287,0.05,-0.09012,0.10367,0.0,False,False,True,False
2022-01-20,LPR双降：1年期降至3.70%(-10bp)，5年期降至4.60%(,801180,-0.020592,-,-,True,0.0204,0.0243,0.5417,0.875,2.0384,0.5417,False,-,+,True,-0.13304,0.14813,0.05,-0.13304,0.12503,0.0,True,True,True,True
2022-01-20,LPR双降：1年期降至3.70%(-10bp)，5年期降至4.60%(,801710,-0.040695,-,-,True,0.0147,0.0182,0.4167,1.0,-0.2021,0.4167,False,-,+,True,-0.23399,0.02928,0.05,-0.23399,0.19508,0.0,True,True,True,True
2022-04-15,央行降准0.25个百分点：释放长期资金约5300亿元,801780,0.025073,+,-,False,0.0111,0.0153,0.6667,0.9583,3.5534,0.6667,False,-,+,True,-0.18992,0.03773,0.05,-0.18992,0.17633,0.0,False,True,True,True
2022-04-15,央行降准0.25个百分点：释放长期资金约5300亿元,801790,0.004824,+,+,True,0.0242,0.0299,0.5,0.875,-3.4782,0.5,False,-,+,True,-0.1879,0.0,0.05,-0.1879,0.15134,0.0,True,False,False,False
2022-04-15,央行降准0.25个百分点：释放长期资金约5300亿元,801180,-0.011641,-,-,True,0.0319,0.0396,0.5417,1.0,2.3734,0.5417,False,-,+,True,-0.35029,0.22514,0.05,-0.35029,0.32464,0.0,False,False,True,True
