event_date,event_name,industry_code,real_CAR,real_dir,final_dir,dir_correct,MAE,RMSE,DirectionAcc,Coverage_95,Sharpe,WinRate,triggered,ts_pre_signal,llm_signal,disagreement,debate_abstained,debate_confidence,reld_r_ind,reld_r_mkt,reld_beats_market,event_VaR,expected_MDD,tail_prob,risk_lo,risk_hi,dispersion,CAR_dir_T1,CAR_dir_T3,CAR_dir_T5,CAR_dir_T10
2020-01-01,央行宣布全面下调金融机构存款准备金率0.5个百分点（自1月6日起实施）,801780,-0.010662,-,+,False,0.0358,0.0391,0.4583,0.9167,-3.4248,0.4583,False,+,+,False,,,,,,-0.09728,0.0,0.05,-0.09728,0.12908,0.0,True,True,True,False
2020-01-01,央行宣布全面下调金融机构存款准备金率0.5个百分点（自1月6日起实施）,801790,-0.019126,-,+,False,0.0311,0.0377,0.5833,0.8333,-2.3825,0.5833,False,+,+,False,,,,,,-0.09626,0.0,0.05,-0.09626,0.15704,0.0,True,True,False,False
2020-01-01,央行宣布全面下调金融机构存款准备金率0.5个百分点（自1月6日起实施）,801180,-0.010388,-,+,False,0.0374,0.0438,0.4583,0.9167,-3.0413,0.4583,True,+,+,False,,,,,,-0.09646,0.0,0.05,-0.09646,0.13242,0.0,True,False,False,False
2020-02-03,央行开展1.2万亿元逆回购操作并下调7天、14天逆回购中标利率10个基,801780,-0.026806,-,+,False,0.0427,0.0479,0.5417,0.875,-0.4482,0.5417,True,+,+,False,,,,,,-0.09514,0.0,0.05,-0.09514,0.13398,0.0,False,False,False,False
2020-02-03,央行开展1.2万亿元逆回购操作并下调7天、14天逆回购中标利率10个基,801790,-0.027079,-,+,False,0.0325,0.0411,0.5833,0.7917,1.1705,0.5833,True,+,+,False,,,,,,-0.12279,0.0,0.05,-0.12279,0.1587,0.0,False,False,False,False
2020-02-03,央行开展1.2万亿元逆回购操作并下调7天、14天逆回购中标利率10个基,801180,-0.02662,-,+,False,0.0166,0.0269,0.6667,0.875,1.2966,0.6667,False,+,+,False,,,,,,-0.12413,0.0,0.05,-0.12413,0.17324,0.0,False,False,False,False
2020-02-17,央行开展中期借贷便利（MLF）操作，1年期中标利率下调10个基点至3.,801780,-0.032234,-,+,False,0.0496,0.0526,0.375,0.9167,-4.9756,0.375,True,+,+,False,,,,,,-0.12303,0.0,0.05,-0.12303,0.1823,0.0,True,True,True,False
2020-02-17,央行开展中期借贷便利（MLF）操作，1年期中标利率下调10个基点至3.,801790,0.020116,+,+,True,0.0198,0.0242,0.5,0.875,0.1744,0.5,False,+,,False,,,,,,-0.13131,0.0,0.05,-0.13131,0.20308,0.0,True,True,True,False
2020-02-17,央行开展中期借贷便利（MLF）操作，1年期中标利率下调10个基点至3.,801180,-0.046862,-,+,False,0.0429,0.0465,0.4167,0.9583,-3.5664,0.4167,True,+,+,False,,,,,,-0.1841,0.0,0.05,-0.1841,0.21901,0.0,True,True,True,False
2020-02-20,LPR下调：1年期降至4.05%(-10bp)，5年期降至4.75%(,801780,-0.012185,-,-,True,0.0396,0.0446,0.5833,0.8333,3.3665,0.5833,True,+,+,False,,,,,,-0.09094,0.27016,0.05,-0.09094,0.16596,0.0,False,True,True,True
2020-02-20,LPR下调：1年期降至4.05%(-10bp)，5年期降至4.75%(,801790,0.0052,+,-,False,0.0328,0.0403,0.625,0.7083,2.8001,0.625,False,+,+,False,,,,,,-0.13003,0.19919,0.05,-0.13003,0.19136,0.0,False,False,False,False
2020-02-20,LPR下调：1年期降至4.05%(-10bp)，5年期降至4.75%(,801180,-0.008532,-,-,True,0.0379,0.0454,0.5833,0.7917,2.7974,0.5833,True,+,+,False,,,,,,-0.14072,0.25449,0.05,-0.14072,0.19925,0.0,False,True,False,False
2020-03-13,央行宣布定向降准：对达到普惠金融考核标准的银行下调存款准备金率0.5-,801780,0.006871,+,-,False,0.0431,0.0467,0.625,0.7917,2.3361,0.625,False,+,+,False,,,,,,-0.11799,0.28963,0.05,-0.11799,0.14934,0.0,True,True,True,True
2020-03-13,央行宣布定向降准：对达到普惠金融考核标准的银行下调存款准备金率0.5-,801790,-0.008571,-,+,False,0.0159,0.0214,0.5,0.9167,-3.1069,0.4583,False,+,+,False,,,,,,-0.18605,0.00568,0.05,-0.18605,0.26006,0.0,True,False,False,True
2020-03-13,央行宣布定向降准：对达到普惠金融考核标准的银行下调存款准备金率0.5-,801180,-0.008969,-,-,True,0.0476,0.0518,0.625,0.9583,1.9568,0.625,False,+,+,False,,,,,,-0.19429,0.30209,0.05,-0.19429,0.27946,0.0,True,True,True,True
2020-03-30,央行开展500亿元7天逆回购操作，中标利率下调20个基点至2.2%,801780,-0.027682,-,-,True,0.0285,0.0308,0.625,1.0,-1.521,0.625,False,+,+,False,,,,,,-0.17744,0.17125,0.05,-0.17744,0.19653,0.0,True,True,True,True
2020-03-30,央行开展500亿元7天逆回购操作，中标利率下调20个基点至2.2%,801790,-0.018241,-,-,True,0.0178,0.0211,0.5,1.0,-1.89,0.5,False,+,+,False,,,,,,-0.2222,0.0861,0.05,-0.2222,0.23693,0.0,True,True,True,True
