event_date,event_name,industry_code,real_CAR,real_dir,final_dir,dir_correct,MAE,RMSE,DirectionAcc,Coverage_95,Sharpe,WinRate,triggered,ts_pre_signal,llm_signal,disagreement,debate_abstained,debate_confidence,reld_r_ind,reld_r_mkt,reld_beats_market,event_VaR,expected_MDD,tail_prob,risk_lo,risk_hi,dispersion,CAR_dir_T1,CAR_dir_T3,CAR_dir_T5,CAR_dir_T10
2020-01-01,央行宣布全面下调金融机构存款准备金率0.5个百分点（自1月6日起实施）,801780,-0.010662,-,+,False,0.0107,0.0173,0.4583,0.7917,-5.4332,0.2917,False,+,,False,,,,,,-0.06042,0.00061,0.05,-0.06042,0.09791,0.0,False,True,True,False
2020-01-01,央行宣布全面下调金融机构存款准备金率0.5个百分点（自1月6日起实施）,801790,-0.019126,-,+,False,0.0136,0.0214,0.5833,0.875,1.6046,0.5417,False,+,,False,,,,,,-0.09971,0.00412,0.05,-0.09971,0.1405,0.0,False,True,False,False
2020-01-01,央行宣布全面下调金融机构存款准备金率0.5个百分点（自1月6日起实施）,801180,-0.010388,-,+,False,0.0144,0.023,0.5,0.875,1.3432,0.5,False,+,+,False,,,,,,-0.09996,0.00298,0.05,-0.09996,0.13449,0.0,False,False,False,False
2020-02-03,央行开展1.2万亿元逆回购操作并下调7天、14天逆回购中标利率10个基,801780,-0.026806,-,+,False,0.0113,0.0172,0.6667,0.875,4.3527,0.5833,False,+,,False,,,,,,-0.0774,0.00209,0.05,-0.0774,0.09755,0.0,True,False,False,True
2020-02-03,央行开展1.2万亿元逆回购操作并下调7天、14天逆回购中标利率10个基,801790,-0.027079,-,+,False,0.0165,0.0255,0.75,0.7917,4.6718,0.625,False,+,,False,,,,,,-0.09931,0.00454,0.05,-0.09931,0.13159,0.0,True,False,False,False
2020-02-03,央行开展1.2万亿元逆回购操作并下调7天、14天逆回购中标利率10个基,801180,-0.02662,-,+,False,0.0153,0.024,0.5,0.8333,2.7241,0.5,False,+,+,False,,,,,,-0.11259,0.0012,0.05,-0.11259,0.14963,0.0,True,False,False,False
2020-02-17,央行开展中期借贷便利（MLF）操作，1年期中标利率下调10个基点至3.,801780,-0.032234,-,+,False,0.0403,0.0436,0.375,0.9167,-4.9756,0.375,False,+,+,False,,,,,,-0.13403,0.0,0.05,-0.13403,0.17481,0.0,True,True,True,False
2020-02-17,央行开展中期借贷便利（MLF）操作，1年期中标利率下调10个基点至3.,801790,0.020116,+,+,True,0.0245,0.0283,0.375,0.875,-2.3403,0.375,False,+,+,False,,,,,,-0.15606,0.0,0.05,-0.15606,0.21248,0.0,True,True,True,False
2020-02-17,央行开展中期借贷便利（MLF）操作，1年期中标利率下调10个基点至3.,801180,-0.046862,-,+,False,0.0184,0.023,0.375,0.9167,-5.7847,0.375,False,+,+,False,,,,,,-0.1778,0.00254,0.05,-0.1778,0.22603,0.0,True,True,True,False
2020-02-20,LPR下调：1年期降至4.05%(-10bp)，5年期降至4.75%(,801780,-0.012185,-,+,False,0.0382,0.0425,0.4167,0.8333,-3.6525,0.4167,True,+,+,False,,,,,,-0.10938,0.0,0.05,-0.10938,0.15534,0.0,True,False,False,False
