event_date,event_name,industry_code,real_CAR,real_dir,final_dir,dir_correct,MAE,RMSE,DirectionAcc,Coverage_95,Sharpe,WinRate,triggered,ts_pre_signal,llm_signal,disagreement,debate_abstained,debate_confidence,reld_r_ind,reld_r_mkt,reld_beats_market,event_VaR,expected_MDD,tail_prob,risk_lo,risk_hi,dispersion,CAR_dir_T1,CAR_dir_T3,CAR_dir_T5,CAR_dir_T10
2020-01-01,央行宣布全面下调金融机构存款准备金率0.5个百分点（自1月6日起实施）,801780,-0.010662,-,+,False,0.0405,0.0438,0.4583,0.9167,-3.4248,0.4583,True,+,+,False,,,,,,-0.08789,0.0,0.05,-0.08789,0.12245,0.0,True,True,True,False
2020-01-01,央行宣布全面下调金融机构存款准备金率0.5个百分点（自1月6日起实施）,801790,-0.019126,-,+,False,0.022,0.03,0.5833,0.9167,-2.3825,0.5833,False,+,+,False,,,,,,-0.11458,0.0,0.05,-0.11458,0.15629,0.0,True,True,False,False
2020-01-01,央行宣布全面下调金融机构存款准备金率0.5个百分点（自1月6日起实施）,801180,-0.010388,-,+,False,0.0144,0.023,0.5,0.9167,1.3432,0.5,False,+,+,False,,,,,,-0.11112,0.00254,0.05,-0.11112,0.14679,0.0,False,False,False,False
2020-02-03,央行开展1.2万亿元逆回购操作并下调7天、14天逆回购中标利率10个基,801780,-0.026806,-,+,False,0.0398,0.0449,0.5417,0.875,-0.4482,0.5417,True,+,+,False,,,,,,-0.10102,0.0,0.05,-0.10102,0.12055,0.0,False,False,False,False
2020-02-03,央行开展1.2万亿元逆回购操作并下调7天、14天逆回购中标利率10个基,801790,-0.027079,-,+,False,0.0236,0.032,0.5833,0.7917,1.1705,0.5833,False,+,+,False,,,,,,-0.13265,0.0,0.05,-0.13265,0.1656,0.0,False,False,False,False
2020-02-03,央行开展1.2万亿元逆回购操作并下调7天、14天逆回购中标利率10个基,801180,-0.02662,-,+,False,0.0153,0.024,0.5417,0.875,3.1502,0.5417,False,+,+,False,,,,,,-0.13478,0.0012,0.05,-0.13478,0.17047,0.0,True,False,False,False
2020-02-17,央行开展中期借贷便利（MLF）操作，1年期中标利率下调10个基点至3.,801780,-0.032234,-,+,False,0.0486,0.0516,0.375,0.9167,-4.9756,0.375,True,+,+,False,,,,,,-0.13163,0.0,0.05,-0.13163,0.17249,0.0,True,True,True,False
2020-02-17,央行开展中期借贷便利（MLF）操作，1年期中标利率下调10个基点至3.,801790,0.020116,+,+,True,0.0261,0.0305,0.375,0.875,-2.3403,0.375,False,+,+,False,,,,,,-0.15324,0.0,0.05,-0.15324,0.20972,0.0,True,True,True,False
2020-02-17,央行开展中期借贷便利（MLF）操作，1年期中标利率下调10个基点至3.,801180,-0.046862,-,+,False,0.0185,0.023,0.375,0.9167,-5.7847,0.375,False,+,+,False,,,,,,-0.18264,0.00049,0.05,-0.18264,0.23195,0.0,True,True,True,False
2020-02-20,LPR下调：1年期降至4.05%(-10bp)，5年期降至4.75%(,801780,-0.012185,-,+,False,0.0384,0.0427,0.4167,0.8333,-3.6525,0.4167,True,+,+,False,,,,,,-0.11406,0.0,0.05,-0.11406,0.1601,0.0,True,False,False,False
2020-02-20,LPR下调：1年期降至4.05%(-10bp)，5年期降至4.75%(,801790,0.0052,+,+,True,0.0289,0.0342,0.375,0.7083,-3.0085,0.375,False,+,+,False,,,,,,-0.13364,0.0,0.05,-0.13364,0.18412,0.0,True,True,True,True
2020-02-20,LPR下调：1年期降至4.05%(-10bp)，5年期降至4.75%(,801180,-0.008532,-,+,False,0.0203,0.0239,0.5833,0.8333,-0.9428,0.5,False,+,+,False,,,,,,-0.15212,0.00326,0.05,-0.15212,0.17982,0.0,True,True,True,True
2020-03-13,央行宣布定向降准：对达到普惠金融考核标准的银行下调存款准备金率0.5-,801780,0.006871,+,+,True,0.0435,0.0486,0.375,0.9167,-2.6387,0.375,True,+,+,False,,,,,,-0.13725,0.0,0.05,-0.13725,0.16621,0.0,False,False,False,False
2020-03-13,央行宣布定向降准：对达到普惠金融考核标准的银行下调存款准备金率0.5-,801790,-0.008571,-,+,False,0.0213,0.0284,0.375,0.9167,-4.2533,0.375,False,+,+,False,,,,,,-0.22314,0.0,0.05,-0.22314,0.28154,0.0,False,False,False,False
2020-03-13,央行宣布定向降准：对达到普惠金融考核标准的银行下调存款准备金率0.5-,801180,-0.008969,-,+,False,0.018,0.0228,0.3333,0.875,-7.7461,0.2917,False,+,+,False,,,,,,-0.19669,0.00522,0.05,-0.19669,0.24716,0.0,True,False,False,False
2020-03-30,央行开展500亿元7天逆回购操作，中标利率下调20个基点至2.2%,801780,-0.027682,-,+,False,0.0133,0.0149,0.375,1.0,-1.2402,0.375,False,+,+,False,,,,,,-0.14854,0.0,0.05,-0.14854,0.17164,0.0,False,False,False,False
2020-03-30,央行开展500亿元7天逆回购操作，中标利率下调20个基点至2.2%,801790,-0.018241,-,+,False,0.0153,0.0186,0.5417,1.0,3.5023,0.5417,False,+,+,False,,,,,,-0.21961,0.0,0.05,-0.21961,0.26077,0.0,False,False,False,False
2020-03-30,央行开展500亿元7天逆回购操作，中标利率下调20个基点至2.2%,801180,-0.01619,-,+,False,0.0088,0.0108,0.5,1.0,-3.5905,0.4167,False,+,,False,,,,,,-0.17613,0.00614,0.05,-0.17613,0.1799,0.0,True,False,False,True
2020-04-03,央行宣布对中小银行定向降准1个百分点（分4月15日、5月15日两次实施,801780,-0.013809,-,+,False,0.0076,0.0102,0.5833,1.0,0.8236,0.5833,False,+,,False,,,,,,-0.13489,0.00245,0.05,-0.13489,0.15408,0.0,True,False,False,False
2020-04-03,央行宣布对中小银行定向降准1个百分点（分4月15日、5月15日两次实施,801790,-0.011272,-,+,False,0.0151,0.0178,0.5417,1.0,1.6295,0.5417,False,+,+,False,,,,,,-0.23608,0.0,0.05,-0.23608,0.24197,0.0,False,True,True,True
2020-04-03,央行宣布对中小银行定向降准1个百分点（分4月15日、5月15日两次实施,801180,-0.004635,-,+,False,0.0085,0.0103,0.5417,1.0,1.2846,0.4583,False,+,+,False,,,,,,-0.18777,0.0,0.05,-0.18777,0.2256,0.0,False,True,True,True
2020-04-15,央行开展中期借贷便利（MLF）操作，1年期中标利率下调20个基点至2.,801780,-0.011559,-,+,False,0.0373,0.04,0.375,0.9583,1.0236,0.375,True,+,+,False,,,,,,-0.13997,0.0,0.05,-0.13997,0.17015,0.0,False,False,False,True
2020-04-15,央行开展中期借贷便利（MLF）操作，1年期中标利率下调20个基点至2.,801790,-0.004653,-,+,False,0.0201,0.0232,0.5,1.0,-0.8109,0.5,False,+,+,False,,,,,,-0.23488,0.0,0.05,-0.23488,0.23429,0.0,False,True,False,False
2020-04-15,央行开展中期借贷便利（MLF）操作，1年期中标利率下调20个基点至2.,801180,-0.017715,-,-,True,0.0071,0.0084,0.625,1.0,3.6896,0.5833,False,-,+,True,,,,,,-0.21674,0.01561,0.05,-0.21674,0.18553,0.0,True,True,True,True
2020-04-20,LPR下调：1年期降至3.85%(-20bp)，5年期降至4.65%(,801780,0.007995,+,+,True,0.0299,0.0325,0.375,1.0,-0.2636,0.375,False,+,+,False,,,,,,-0.19155,0.0,0.05,-0.19155,0.21288,0.0,False,False,False,True
2020-04-20,LPR下调：1年期降至3.85%(-20bp)，5年期降至4.65%(,801790,-0.022017,-,+,False,0.0257,0.0295,0.4583,1.0,-2.6221,0.4583,False,+,+,False,,,,,,-0.17613,0.0,0.05,-0.17613,0.19657,0.0,True,False,False,True
2020-04-20,LPR下调：1年期降至3.85%(-20bp)，5年期降至4.65%(,801180,-0.007232,-,+,False,0.0093,0.0124,0.7083,1.0,-0.6893,0.5833,False,+,+,False,,,,,,-0.18777,0.00433,0.05,-0.18777,0.22522,0.0,True,False,False,True
2020-04-20,LPR下调：1年期降至3.85%(-20bp)，5年期降至4.65%(,801710,0.019768,+,+,True,0.0316,0.0374,0.5833,1.0,0.6645,0.5833,False,+,+,False,,,,,,-0.22142,0.0,0.05,-0.22142,0.29547,0.0,True,True,True,True
2020-06-12,证监会发布创业板改革并试点注册制相关制度规则（首发注册管理办法等，试行,801790,-0.006679,-,+,False,0.0424,0.0464,0.5417,0.875,3.719,0.5417,True,+,+,False,,,,,,-0.27051,0.0,0.05,-0.27051,0.27631,0.0,False,False,True,True
2020-06-12,证监会发布创业板改革并试点注册制相关制度规则（首发注册管理办法等，试行,801780,-0.032675,-,+,False,0.0375,0.0415,0.4167,0.9583,0.8691,0.375,False,-,+,True,,,,,,-0.24348,0.0,0.05,-0.24348,0.22181,0.0,True,False,False,False
2020-06-12,证监会发布创业板改革并试点注册制相关制度规则（首发注册管理办法等，试行,801750,-0.0005,-,+,False,0.018,0.0237,0.4583,1.0,-4.0188,0.4583,False,+,,False,,,,,,-0.36488,0.00689,0.05,-0.36488,0.38125,0.0,True,False,True,False
2020-08-04,国务院印发《新时期促进集成电路产业和软件产业高质量发展的若干政策》（国,801080,-0.036086,-,+,False,0.0127,0.0154,0.5,1.0,1.6196,0.5,False,-,+,True,,,,,,-0.3695,0.00023,0.05,-0.3695,0.38459,0.0,True,False,False,False
2020-08-04,国务院印发《新时期促进集成电路产业和软件产业高质量发展的若干政策》（国,801750,-0.026273,-,+,False,0.0138,0.0183,0.7083,1.0,3.1362,0.7083,False,+,+,False,,,,,,-0.31845,0.0075,0.05,-0.31845,0.34052,0.0,True,True,False,True
2020-08-04,国务院印发《新时期促进集成电路产业和软件产业高质量发展的若干政策》（国,801770,-0.023326,-,-,True,0.0099,0.0127,0.5833,1.0,-0.4793,0.5,False,+,,False,,,,,,-0.33381,0.00471,0.05,-0.33381,0.33197,0.0,True,False,True,True
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801080,0.001334,+,+,True,0.0147,0.0184,0.4583,1.0,-0.675,0.4583,False,+,+,False,,,,,,-0.31463,0.0,0.05,-0.31463,0.4039,0.0,True,False,False,False
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801880,-0.002362,-,+,False,0.0119,0.0153,0.7083,1.0,5.7385,0.6667,False,+,,False,,,,,,-0.16881,0.0,0.05,-0.16881,0.22516,0.0,True,True,True,True
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801110,-0.023078,-,+,False,0.0106,0.0137,0.625,1.0,3.641,0.625,False,+,,False,,,,,,-0.17779,0.0,0.05,-0.17779,0.2652,0.0,True,False,False,False
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801890,0.009132,+,+,True,0.0129,0.0154,0.4583,1.0,-3.1041,0.4583,False,+,+,False,,,,,,-0.20972,0.0,0.05,-0.20972,0.23826,0.0,True,True,True,True
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801750,-0.005062,-,+,False,0.0344,0.0392,0.5833,1.0,-2.0799,0.5833,True,+,+,False,,,,,,-0.337,0.0,0.05,-0.337,0.4125,0.0,True,False,False,True
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801770,-0.010742,-,+,False,0.0131,0.0165,0.5,1.0,4.1866,0.4167,False,+,+,False,,,,,,-0.39978,0.00142,0.05,-0.39978,0.40453,0.0,True,False,False,True
2020-09-22,双碳目标宣布：2030年碳达峰、2060年碳中和,801730,0.009221,+,+,True,0.0204,0.0257,0.625,0.9583,2.7244,0.625,False,+,+,False,,,,,,-0.22778,0.0,0.05,-0.22778,0.28525,0.0,False,False,False,True
2020-09-22,双碳目标宣布：2030年碳达峰、2060年碳中和,801160,-0.02192,-,+,False,0.0092,0.012,0.4167,1.0,-6.106,0.4167,False,+,+,False,,,,,,-0.16472,0.0,0.05,-0.16472,0.23278,0.0,False,False,False,False
2020-09-22,双碳目标宣布：2030年碳达峰、2060年碳中和,801050,-0.044047,-,+,False,0.0122,0.0172,0.3333,1.0,-6.5836,0.3333,False,+,+,False,,,,,,-0.28007,0.0,0.05,-0.28007,0.33847,0.0,False,False,False,False
2020-09-22,双碳目标宣布：2030年碳达峰、2060年碳中和,801770,-0.026561,-,+,False,0.0137,0.0174,0.5417,1.0,-3.3287,0.4583,False,+,+,False,,,,,,-0.30239,0.0,0.05,-0.30239,0.41776,0.0,False,False,False,True
2020-11-05,国家组织冠脉支架集中带量采购在天津开标并产生拟中选结果（首次高值医用耗,801150,-0.04837,-,+,False,0.0352,0.0392,0.4583,1.0,-1.4588,0.4583,True,+,+,False,,,,,,-0.27207,0.0,0.05,-0.27207,0.36991,0.0,True,True,False,False
2020-11-10,市场监管总局发布《关于平台经济领域的反垄断指南（征求意见稿）》公开征求,801760,-0.026394,-,+,False,0.0125,0.0155,0.375,1.0,-5.8613,0.2917,False,+,,False,,,,,,-0.21038,0.01079,0.05,-0.21038,0.25153,0.0,False,False,False,False
2020-11-10,市场监管总局发布《关于平台经济领域的反垄断指南（征求意见稿）》公开征求,801750,-0.033221,-,+,False,0.0135,0.0171,0.4167,1.0,-6.814,0.375,False,+,+,False,,,,,,-0.29259,0.0,0.05,-0.29259,0.35499,0.0,False,False,False,False
2020-12-18,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实,801080,0.004487,+,+,True,0.0145,0.0175,0.625,1.0,3.1315,0.625,False,+,-,True,,,,,,-0.22093,0.00137,0.05,-0.22093,0.24238,0.0,False,False,True,True
2020-12-18,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实,801880,0.010864,+,+,True,0.0146,0.0186,0.7083,1.0,3.4489,0.7083,False,+,+,False,,,,,,-0.26357,0.0,0.05,-0.26357,0.36963,0.0,True,True,True,True
2020-12-18,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实,801110,0.005345,+,+,True,0.0131,0.0164,0.375,1.0,-1.7315,0.375,False,-,-,False,,,,,,-0.21462,0.0004,0.05,-0.21462,0.23301,0.0,False,False,True,True
2020-12-18,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实,801890,0.002826,+,+,True,0.0125,0.0145,0.5,1.0,1.7611,0.5,False,+,-,True,,,,,,-0.21167,0.0,0.05,-0.21167,0.27822,0.0,False,False,False,True
2020-12-18,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实,801750,-0.056282,-,+,False,0.0497,0.0552,0.625,1.0,1.1985,0.625,True,+,+,False,,,,,,-0.25969,0.0,0.05,-0.25969,0.31798,0.0,False,False,False,False
2020-12-18,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实,801770,-0.051321,-,+,False,0.0152,0.0192,0.2917,0.9583,-7.2055,0.2917,False,+,+,False,,,,,,-0.27967,0.0,0.05,-0.27967,0.39397,0.0,False,False,False,False
2020-12-31,沪深交易所发布退市制度改革相关业务规则（退市新规），当日施行,801790,-0.040732,-,-,True,0.0204,0.0276,0.625,0.9583,1.8548,0.625,False,+,-,True,,,,,,-0.23637,0.1331,0.05,-0.23637,0.27427,0.0,False,False,False,False
2020-12-31,沪深交易所发布退市制度改革相关业务规则（退市新规），当日施行,801780,-0.054139,-,-,True,0.0358,0.0392,0.4167,1.0,-5.2611,0.4167,False,+,-,True,,,,,,-0.18306,0.21084,0.05,-0.18306,0.20313,0.0,False,True,False,False
2020-12-31,沪深交易所发布退市制度改革相关业务规则（退市新规），当日施行,801750,-0.059735,-,-,True,0.0205,0.0249,0.4583,1.0,0.7518,0.4583,False,+,-,True,,,,,,-0.26908,0.1003,0.05,-0.26908,0.2632,0.0,False,False,True,False
2021-02-07,国务院反垄断委员会印发《关于平台经济领域的反垄断指南》正式稿,801760,0.026054,+,+,True,0.0114,0.0133,0.7083,1.0,3.4605,0.7083,False,+,+,False,,,,,,-0.19359,0.0,0.05,-0.19359,0.22408,0.0,True,True,True,True
2021-02-07,国务院反垄断委员会印发《关于平台经济领域的反垄断指南》正式稿,801750,0.048968,+,+,True,0.0126,0.0147,0.6667,1.0,3.9873,0.6667,False,+,-,True,,,,,,-0.23011,0.00056,0.05,-0.23011,0.2411,0.0,True,True,True,False
2021-04-10,市场监管总局对阿里巴巴集团作出反垄断行政处罚决定（罚款182.28亿元,801760,0.001891,+,-,False,0.0076,0.0095,0.625,1.0,0.7461,0.5833,False,+,+,False,,,,,,-0.23152,0.00308,0.05,-0.23152,0.2276,0.0,True,True,False,False
2021-04-10,市场监管总局对阿里巴巴集团作出反垄断行政处罚决定（罚款182.28亿元,801750,0.025236,+,-,False,0.0098,0.0127,0.5417,1.0,-0.9094,0.5417,False,+,-,True,,,,,,-0.2406,0.02882,0.05,-0.2406,0.24192,0.0,True,True,False,False
2021-06-23,第五批国家组织药品集中带量采购在上海开标（251个品种、148家企业中,801150,-0.00406,-,+,False,0.0404,0.0456,0.5,1.0,-3.1167,0.5,True,+,+,False,,,,,,-0.28221,0.0,0.05,-0.28221,0.31512,0.0,False,True,True,False
2021-07-09,央行宣布全面下调金融机构存款准备金率0.5个百分点（自7月15日起实施,801780,-0.014248,-,+,False,0.0431,0.0469,0.2917,1.0,-2.3574,0.2917,True,+,+,False,,,,,,-0.25321,0.0,0.05,-0.25321,0.2938,0.0,False,False,False,False
2021-07-09,央行宣布全面下调金融机构存款准备金率0.5个百分点（自7月15日起实施,801790,0.004619,+,+,True,0.0228,0.0269,0.375,1.0,-1.1263,0.375,False,+,+,False,,,,,,-0.24585,0.0,0.05,-0.24585,0.23631,0.0,False,True,True,True
2021-07-09,央行宣布全面下调金融机构存款准备金率0.5个百分点（自7月15日起实施,801180,-0.019353,-,-,True,0.0111,0.0162,0.625,1.0,1.8705,0.5833,False,+,+,False,,,,,,-0.23112,0.00351,0.05,-0.23112,0.22967,0.0,True,True,True,True
2021-07-26,教育双减政策：学科类培训机构不得上市融资,801760,-0.01686,-,-,True,0.0131,0.0166,0.5833,0.5417,1.8,0.5833,False,-,-,False,,,,,,-0.07395,0.00771,0.05,-0.07395,0.05854,0.0,True,True,True,True
2021-09-02,国家在服贸会致辞中宣布设立北京证券交易所,801790,0.018625,+,+,True,0.0101,0.0131,0.75,1.0,4.144,0.75,False,+,,False,,,,,,-0.16088,0.00333,0.05,-0.16088,0.16898,0.0,False,False,True,True
2021-09-02,国家在服贸会致辞中宣布设立北京证券交易所,801780,0.0032,+,+,True,0.0241,0.0268,0.4583,1.0,1.0029,0.4583,False,+,+,False,,,,,,-0.27957,0.0,0.05,-0.27957,0.29254,0.0,True,True,True,True
2021-09-02,国家在服贸会致辞中宣布设立北京证券交易所,801750,0.002422,+,+,True,0.0088,0.0119,0.5,1.0,-0.1938,0.4583,False,+,+,False,,,,,,-0.11181,0.0,0.05,-0.11181,0.1384,0.0,False,True,True,True
2021-10-08,市场监管总局对美团作出反垄断行政处罚决定（罚款34.42亿元，按202,801760,0.019664,+,+,True,0.0111,0.0143,0.5833,0.9167,-0.5075,0.5417,False,+,+,False,,,,,,-0.14332,0.00374,0.05,-0.14332,0.14581,0.0,False,False,True,False
2021-10-08,市场监管总局对美团作出反垄断行政处罚决定（罚款34.42亿元，按202,801750,0.017407,+,+,True,0.0081,0.0101,0.625,1.0,3.4893,0.625,False,+,+,False,,,,,,-0.12266,0.0,0.05,-0.12266,0.15987,0.0,True,True,True,True
2021-11-26,国家组织胰岛素专项集中带量采购产生拟中选结果（42个产品、11家企业中,801150,-0.01842,-,+,False,0.011,0.0138,0.4167,0.9583,-2.7803,0.4167,False,+,,False,,,,,,-0.09326,0.0037,0.05,-0.09326,0.15054,0.0,False,True,False,False
2021-12-03,2021年国家医保药品目录谈判调整结果公布（新增74种药品，谈判新增药,801150,-0.025461,-,+,False,0.0312,0.0342,0.5833,1.0,-0.3401,0.5833,False,+,+,False,,,,,,-0.15933,0.0,0.05,-0.15933,0.20521,0.0,True,False,True,False
2021-12-06,央行全面降准0.5个百分点，释放长期资金约1.2万亿元,801780,-0.022146,-,+,False,0.0199,0.0221,0.5,1.0,0.8588,0.5,False,-,+,True,,,,,,-0.22676,0.0,0.05,-0.22676,0.19656,0.0,True,True,True,True
2021-12-06,央行全面降准0.5个百分点，释放长期资金约1.2万亿元,801790,0.004962,+,+,True,0.024,0.0257,0.5417,1.0,1.2986,0.5417,False,-,+,True,,,,,,-0.1451,0.0,0.05,-0.1451,0.12965,0.0,True,True,True,True
2021-12-06,央行全面降准0.5个百分点，释放长期资金约1.2万亿元,801180,-0.022505,-,+,False,0.0109,0.0152,0.5417,0.9583,2.8813,0.5417,False,-,+,True,,,,,,-0.17041,0.00391,0.05,-0.17041,0.15917,0.0,False,True,True,True
2021-12-20,LPR下调：1年期降至3.80%(-5bp)，5年期维持4.65%不变,801780,-0.006363,-,+,False,0.0374,0.0402,0.5,1.0,2.6767,0.5,True,-,+,True,,,,,,-0.17109,0.0,0.05,-0.17109,0.1494,0.0,False,False,False,False
2021-12-20,LPR下调：1年期降至3.80%(-5bp)，5年期维持4.65%不变,801790,-0.007883,-,+,False,0.0266,0.0289,0.5,0.9167,-1.4919,0.5,False,-,+,True,,,,,,-0.09622,0.0,0.05,-0.09622,0.09437,0.0,False,False,False,False
2022-01-17,中国人民银行下调1年期MLF利率10个基点至2.85%、7天期逆回购利,801780,0.029316,+,+,True,0.0373,0.0399,0.4583,0.7917,0.9967,0.4583,False,-,+,True,,,,,,-0.08321,0.0,0.05,-0.08321,0.0764,0.0,False,True,True,True
2022-01-17,中国人民银行下调1年期MLF利率10个基点至2.85%、7天期逆回购利,801790,0.006263,+,+,True,0.017,0.0224,0.5417,0.75,-2.3349,0.5417,False,-,+,True,,,,,,-0.11293,0.0,0.05,-0.11293,0.10246,0.0,True,True,True,False
2022-01-17,中国人民银行下调1年期MLF利率10个基点至2.85%、7天期逆回购利,801180,0.018132,+,-,False,0.0128,0.0162,0.625,0.9583,0.5864,0.625,False,-,+,True,,,,,,-0.19541,0.00686,0.05,-0.19541,0.18479,0.0,False,False,False,False
2022-01-20,LPR双降：1年期降至3.70%(-10bp)，5年期降至4.60%(,801780,0.029385,+,+,True,0.0444,0.047,0.4167,0.8333,-0.1406,0.4167,True,-,+,True,,,,,,-0.09718,0.0,0.05,-0.09718,0.09692,0.0,True,True,True,True
2022-01-20,LPR双降：1年期降至3.70%(-10bp)，5年期降至4.60%(,801790,0.003165,+,+,True,0.0132,0.0171,0.5,0.75,-2.575,0.5,False,-,+,True,,,,,,-0.0977,0.0,0.05,-0.0977,0.09122,0.0,True,True,False,False
2022-01-20,LPR双降：1年期降至3.70%(-10bp)，5年期降至4.60%(,801180,-0.020592,-,+,False,0.0129,0.0163,0.5833,0.875,-1.1488,0.5833,False,+,+,False,,,,,,-0.14488,0.00407,0.05,-0.14488,0.1588,0.0,True,True,False,False
2022-01-20,LPR双降：1年期降至3.70%(-10bp)，5年期降至4.60%(,801710,-0.040695,-,+,False,0.0396,0.0445,0.4583,0.7917,-2.8492,0.4583,True,-,+,True,,,,,,-0.12382,0.0,0.05,-0.12382,0.122,0.0,False,False,False,False
2022-01-24,中国人民银行下调14天期逆回购利率10个基点,801780,0.024658,+,+,True,0.04,0.0424,0.375,0.9167,-1.5167,0.375,True,-,+,True,,,,,,-0.08154,0.0,0.05,-0.08154,0.07946,0.0,False,False,False,True
2022-01-24,中国人民银行下调14天期逆回购利率10个基点,801790,-0.001646,-,+,False,0.0231,0.0279,0.4583,0.75,-4.1255,0.4583,False,+,+,False,,,,,,-0.08684,0.0,0.05,-0.08684,0.10103,0.0,False,False,False,True
2022-01-24,中国人民银行下调14天期逆回购利率10个基点,801180,0.004332,+,+,True,0.0108,0.0143,0.6667,1.0,1.9891,0.625,False,-,+,True,,,,,,-0.16101,0.00786,0.05,-0.16101,0.1689,0.0,False,True,False,False
