event_date,event_name,industry_code,real_CAR,real_dir,final_dir,dir_correct,MAE,RMSE,DirectionAcc,Coverage_95,Sharpe,WinRate,triggered,ts_pre_signal,llm_signal,disagreement,event_VaR,expected_MDD,tail_prob,risk_lo,risk_hi,dispersion,CAR_dir_T1,CAR_dir_T3,CAR_dir_T5,CAR_dir_T10
2020-01-01,央行宣布全面下调金融机构存款准备金率0.5个百分点（自1月6日起实施）,801780,-0.010662,-,+,False,0.0324,0.0362,0.4583,0.9167,-3.4248,0.4583,False,+,+,False,-0.0878,0.0,0.05,-0.0878,0.12248,0.0,True,True,True,False
2020-01-01,央行宣布全面下调金融机构存款准备金率0.5个百分点（自1月6日起实施）,801790,-0.019126,-,+,False,0.0136,0.0214,0.5833,0.875,1.6046,0.5417,False,+,,False,-0.09971,0.00412,0.05,-0.09971,0.1405,0.0,False,True,False,False
2020-01-01,央行宣布全面下调金融机构存款准备金率0.5个百分点（自1月6日起实施）,801180,-0.010388,-,+,False,0.0146,0.0231,0.4583,0.875,0.714,0.4583,False,+,,False,-0.09971,0.00326,0.05,-0.09971,0.13352,0.0,False,False,False,False
2020-02-03,央行开展1.2万亿元逆回购操作并下调7天、14天逆回购中标利率10个基,801780,-0.026806,-,+,False,0.0146,0.0209,0.5417,0.875,-0.4482,0.5417,False,+,+,False,-0.09782,0.0,0.05,-0.09782,0.11767,0.0,False,False,False,False
2020-02-03,央行开展1.2万亿元逆回购操作并下调7天、14天逆回购中标利率10个基,801790,-0.027079,-,+,False,0.0165,0.0255,0.75,0.7917,4.6718,0.625,False,+,,False,-0.09931,0.00454,0.05,-0.09931,0.13159,0.0,True,False,False,False
2020-02-03,央行开展1.2万亿元逆回购操作并下调7天、14天逆回购中标利率10个基,801180,-0.02662,-,+,False,0.0153,0.024,0.5417,0.8333,3.0762,0.5417,False,+,,False,-0.09971,0.0012,0.05,-0.09971,0.13711,0.0,True,False,False,False
2020-02-17,央行开展中期借贷便利（MLF）操作，1年期中标利率下调10个基点至3.,801780,-0.032234,-,+,False,0.0289,0.0321,0.375,0.875,-4.9756,0.375,False,+,+,False,-0.11522,0.0,0.05,-0.11522,0.15739,0.0,True,True,True,False
2020-02-17,央行开展中期借贷便利（MLF）操作，1年期中标利率下调10个基点至3.,801790,0.020116,+,+,True,0.0193,0.0239,0.5,0.7083,0.1798,0.5,False,+,+,False,-0.13674,0.0,0.05,-0.13674,0.20386,0.0,True,True,True,False
2020-02-17,央行开展中期借贷便利（MLF）操作，1年期中标利率下调10个基点至3.,801180,-0.046862,-,+,False,0.0309,0.0344,0.4167,0.9167,-3.5664,0.4167,False,+,+,False,-0.16461,0.0,0.05,-0.16461,0.21163,0.0,True,True,True,False
2020-02-20,LPR下调：1年期降至4.05%(-10bp)，5年期降至4.75%(,801780,-0.012185,-,-,True,0.0294,0.0342,0.5833,0.8333,3.3665,0.5833,False,+,+,False,-0.10931,0.19755,0.05,-0.10931,0.15561,0.0,False,True,True,True
2020-02-20,LPR下调：1年期降至4.05%(-10bp)，5年期降至4.75%(,801790,0.0052,+,+,True,0.0215,0.025,0.5417,0.7083,3.4066,0.5,False,+,,False,-0.12091,0.0,0.05,-0.12091,0.17555,0.0,True,True,True,True
2020-02-20,LPR下调：1年期降至4.05%(-10bp)，5年期降至4.75%(,801180,-0.008532,-,+,False,0.0202,0.0238,0.5833,0.75,-0.9428,0.5,False,+,,False,-0.13798,0.00294,0.05,-0.13798,0.1692,0.0,True,True,True,True
2020-03-13,央行宣布定向降准：对达到普惠金融考核标准的银行下调存款准备金率0.5-,801780,0.006871,+,-,False,0.0371,0.0408,0.625,0.9167,2.3361,0.625,False,+,+,False,-0.13983,0.252,0.05,-0.13983,0.16876,0.0,True,True,True,True
2020-03-13,央行宣布定向降准：对达到普惠金融考核标准的银行下调存款准备金率0.5-,801790,-0.008571,-,+,False,0.0153,0.0209,0.5,0.9167,-3.333,0.4583,False,+,+,False,-0.22317,0.00644,0.05,-0.22317,0.28149,0.0,True,False,False,True
2020-03-13,央行宣布定向降准：对达到普惠金融考核标准的银行下调存款准备金率0.5-,801180,-0.008969,-,-,True,0.019,0.0246,0.625,0.875,2.9696,0.625,False,+,+,False,-0.16702,0.07193,0.05,-0.16702,0.21734,0.0,True,True,True,True
2020-03-30,央行开展500亿元7天逆回购操作，中标利率下调20个基点至2.2%,801780,-0.027682,-,-,True,0.0419,0.0438,0.625,1.0,-1.521,0.625,False,+,+,False,-0.14454,0.26197,0.05,-0.14454,0.16632,0.0,True,True,True,True
2020-03-30,央行开展500亿元7天逆回购操作，中标利率下调20个基点至2.2%,801790,-0.018241,-,-,True,0.017,0.02,0.5,1.0,-1.89,0.5,False,+,+,False,-0.22382,0.08101,0.05,-0.22382,0.26454,0.0,True,True,True,True
2020-03-30,央行开展500亿元7天逆回购操作，中标利率下调20个基点至2.2%,801180,-0.01619,-,-,True,0.0461,0.0485,0.5417,1.0,-1.412,0.5417,True,+,+,False,-0.24486,0.31486,0.05,-0.24486,0.23563,0.0,True,True,True,True
2020-04-03,央行宣布对中小银行定向降准1个百分点（分4月15日、5月15日两次实施,801780,-0.013809,-,-,True,0.0292,0.0313,0.625,1.0,-1.9477,0.625,False,+,+,False,-0.13613,0.17747,0.05,-0.13613,0.15505,0.0,True,True,True,False
2020-04-03,央行宣布对中小银行定向降准1个百分点（分4月15日、5月15日两次实施,801790,-0.011272,-,-,True,0.0208,0.0243,0.4583,1.0,-2.0889,0.4583,False,+,+,False,-0.21329,0.11355,0.05,-0.21329,0.22137,0.0,True,False,False,False
2020-04-03,央行宣布对中小银行定向降准1个百分点（分4月15日、5月15日两次实施,801180,-0.004635,-,-,True,0.0383,0.0408,0.5417,1.0,-1.3464,0.5,True,+,+,False,-0.19001,0.25918,0.05,-0.19001,0.22742,0.0,True,False,False,False
2020-04-15,央行开展中期借贷便利（MLF）操作，1年期中标利率下调20个基点至2.,801780,-0.011559,-,-,True,0.0354,0.0379,0.625,0.9583,-1.5892,0.625,False,+,+,False,-0.14211,0.22269,0.05,-0.14211,0.17214,0.0,True,True,True,False
2020-04-15,央行开展中期借贷便利（MLF）操作，1年期中标利率下调20个基点至2.,801790,-0.004653,-,-,True,0.0322,0.035,0.5,1.0,0.3033,0.5,False,+,+,False,-0.23915,0.2082,0.05,-0.23915,0.23957,0.0,True,False,True,True
