event_date,industry_code,event_type,real_dir,final_dir,prob_up,confidence,abstain,dir_correct,committed_dir_correct
2020-01-01,801780,monetary_policy,-,+,0.531858961611417,0.06371792322283398,True,0,0
2020-01-01,801790,monetary_policy,-,+,0.7134993110414124,0.4269986220828248,False,0,0
2020-01-01,801180,monetary_policy,-,+,0.6074292792427815,0.2148585584855629,False,0,0
2020-02-03,801780,monetary_policy,-,-,0.1228051696075284,0.7543896607849432,False,1,1
2020-02-03,801790,monetary_policy,-,-,0.4219059818403615,0.15618803631927702,False,1,1
2020-02-03,801180,monetary_policy,-,-,0.2205900641587084,0.5588198716825832,False,1,1
2020-02-17,801780,monetary_policy,-,-,0.0579845960060704,0.8840308079878592,False,1,1
2020-02-17,801790,monetary_policy,+,-,0.1282579528506272,0.7434840942987456,False,0,0
2020-02-17,801180,monetary_policy,-,-,0.0645334813392449,0.8709330373215102,False,1,1
2020-02-20,801780,monetary_policy,-,-,0.10844095748646192,0.7831180850270761,False,1,1
2020-02-20,801790,monetary_policy,+,-,0.203625395606007,0.592749208787986,False,0,0
2020-02-20,801180,monetary_policy,-,-,0.1219247468720246,0.7561505062559508,False,1,1
2020-03-13,801780,monetary_policy,+,-,0.3508345896647757,0.2983308206704486,False,0,0
2020-03-13,801790,monetary_policy,-,+,0.5815073057469631,0.16301461149392615,False,0,0
2020-03-13,801180,monetary_policy,-,+,0.5488988492572231,0.0977976985144462,True,0,0
2020-03-30,801790,monetary_policy,-,-,0.1056306025739601,0.7887387948520798,False,1,1
2020-03-30,801180,monetary_policy,-,-,0.1300744703593418,0.7398510592813163,False,1,1
2020-03-30,801780,monetary_policy,-,-,0.0959631032725493,0.8080737934549014,False,1,1
2020-04-03,801780,monetary_policy,-,-,0.012568608198363,0.974862783603274,False,1,1
2020-04-03,801790,monetary_policy,-,-,0.0551338445549843,0.8897323108900314,False,1,1
2020-04-03,801180,monetary_policy,-,-,0.0124947425266142,0.9750105149467716,False,1,1
2020-04-15,801780,monetary_policy,-,-,0.2439021760611778,0.5121956478776444,False,1,1
2020-04-15,801790,monetary_policy,-,-,0.2863689761717421,0.42726204765651576,False,1,1
2020-04-15,801180,monetary_policy,-,-,0.2442238386997854,0.5115523226004293,False,1,1
2020-04-20,801180,monetary_policy,-,-,0.4952156002149702,0.009568799570059627,True,1,0
2020-04-20,801710,monetary_policy,+,-,0.4135592355163719,0.17288152896725617,False,0,0
2020-04-20,801790,monetary_policy,-,-,0.4708581340448106,0.05828373191037883,True,1,0
2020-04-20,801780,monetary_policy,+,+,0.5093618846134731,0.018723769226946185,True,1,0
2020-06-12,801790,capital_market_policy,-,-,0.4023528873976441,0.19529422520471185,False,1,1
2020-06-12,801780,capital_market_policy,-,-,0.4252712348206243,0.14945753035875142,False,1,1
2020-06-12,801750,capital_market_policy,-,-,0.24436389824215418,0.5112722035156916,False,1,1
2020-08-04,801080,industry_policy,-,-,0.20205592145808904,0.5958881570838219,False,1,1
2020-08-04,801750,industry_policy,-,-,0.22775513562045635,0.5444897287590873,False,1,1
2020-08-04,801770,industry_policy,-,-,0.3069943673881145,0.38601126522377105,False,1,1
2020-08-17,801770,geopolitical,-,-,0.4509469485875643,0.09810610282487142,True,1,0
2020-08-17,801890,geopolitical,+,-,0.3819542409153643,0.23609151816927143,True,0,0
2020-08-17,801750,geopolitical,-,-,0.4144292062246691,0.17114158755066178,True,1,0
